X,Y,t_id,symbolori,lagebestimmung,hoehe,hoehenbestimmung,einbaujahr,druckzone,eigentuemerref,bemerkung,name_nummer,standort,art,gebaeudeanschluss,isolierstueck,typ,dimension,verbrauch,zustand,icon_url
7.57984846798089,46.1830779333384,"17",0,"2",,"1","1900","34580","0",,,,,,,,,,,./0.png
7.57999802185237,46.1832315511063,"18",0,"2",,"1","1900","34580","0",,,,,,,,,,,./0.png
7.58013910674355,46.1833803728594,"19",0,"2",,"1","1900","34580","0",,,,,,,,,,,./0.png
